1.280000000000000000e+02,4.000000000000000000e+00,-1.000000000000000000e+00
1.000000000000000000e+01,2.000000000000000000e+00,-5.000000000000000000e+00
1.260000000000000000e+02,4.000000000000000000e+00,-1.500000000000000000e+00
1.570000000000000000e+02,4.000000000000000000e+00,0.000000000000000000e+00
2.030000000000000000e+02,8.000000000000000000e+00,0.000000000000000000e+00
1.720000000000000000e+02,8.000000000000000000e+00,-5.000000000000000000e+00
2.340000000000000000e+02,8.000000000000000000e+00,0.000000000000000000e+00
1.880000000000000000e+02,4.000000000000000000e+00,-4.500000000000000000e+00
1.720000000000000000e+02,2.000000000000000000e+00,-7.500000000000000000e-01
1.570000000000000000e+02,8.000000000000000000e+00,0.000000000000000000e+00
1.720000000000000000e+02,5.000000000000000000e+00,0.000000000000000000e+00
1.490000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
2.270000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00
2.420000000000000000e+02,2.000000000000000000e+00,-1.500000000000000000e+00
2.110000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
2.420000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
2.580000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
2.580000000000000000e+02,2.000000000000000000e+00,-2.500000000000000000e-01
2.500000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
2.580000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
2.340000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
2.420000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
2.420000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
2.420000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
2.420000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
